NAME	Description	mir130_1	Control_1	mir130_2	Control_2	mir130_3	Control_3
LINC00535	ENSG00000246662.2	5	6	0	0	1	2
ZNF317P1	ENSG00000253781.1	0	2	1	0	1	1
FAM92A1	ENSG00000188343.8	1882	1435	1612	1740	1876	1329
CTD-2006H14.2	ENSG00000271971.1	43	30	29	37	47	46
RP11-10N23.2	ENSG00000253854.1	28	26	18	21	22	33
RBM12B	ENSG00000183808.7	579	639	741	992	453	752
RBM12B-AS1	ENSG00000212998.1	6	12	11	22	17	11
RP11-10N23.5	ENSG00000253848.1	6	4	2	4	6	1
TMEM67	ENSG00000164953.11	791	914	969	1177	2451	1857
RP3-388N13.2	ENSG00000254387.1	6	5	4	3	24	9
PDP1	ENSG00000164951.11	616	895	1454	1276	1202	1300
MIR378D2	ENSG00000264448.2	2	1	0	0	0	1
PSMA2P2	ENSG00000251234.1	1	0	0	0	0	0
RPL34P18	ENSG00000240509.1	118	159	137	155	169	166
CDH17	ENSG00000079112.5	0	0	0	1	0	1
GEM	ENSG00000164949.3	21	14	14	23	55	15
RAD54B	ENSG00000197275.8	509	370	393	498	725	527
FSBP	ENSG00000265817.1	2	1	0	1	8	7
KIAA1429	ENSG00000164944.7	2374	3054	3209	4269	4459	3169
RP11-267M23.3	ENSG00000254315.1	7	2	9	10	18	5
AC023632.1	ENSG00000212997.1	1	1	0	1	8	2
RP11-267M23.4	ENSG00000253704.1	49	24	35	32	43	52
RP11-267M23.6	ENSG00000253175.1	2	1	0	1	1	0
DPY19L4	ENSG00000156162.12	2141	1621	2542	2391	5574	3367
INTS8	ENSG00000164941.9	5122	5026	5475	6754	6228	4809
CCNE2	ENSG00000175305.12	3500	2233	2718	2313	5657	2016
RP11-347C18.5	ENSG00000272509.1	19	6	24	21	7	5
RP11-347C18.1	ENSG00000243979.2	1	0	2	1	0	2
NDUFAF6	ENSG00000156170.8	3641	2805	3360	3600	3640	2488
snoU13	ENSG00000238791.1	3	1	2	4	0	0
TP53INP1	ENSG00000164938.9	1343	1077	837	1329	1925	1889
RP11-347C18.3	ENSG00000253878.1	7	8	4	6	0	6
RP11-347C18.4	ENSG00000253528.2	2	0	1	2	0	4
RNU6-1209P	ENSG00000200525.1	2	4	2	5	2	1
MIR3150B	ENSG00000245080.4	19	28	25	17	11	35
RP11-320N21.2	ENSG00000254248.1	4	1	4	4	3	7
PLEKHF2	ENSG00000175895.3	3191	2891	2861	4014	3532	3932
KB-1047C11.2	ENSG00000253773.1	12	11	12	13	33	42
C8orf37	ENSG00000156172.5	272	270	266	305	535	418
RP11-328L11.1	ENSG00000253945.1	30	18	19	28	17	25
GDF6	ENSG00000156466.8	4	0	0	0	0	0
UQCRB	ENSG00000156467.5	3910	3593	3727	4852	5046	3695
KB-1043D8.6	ENSG00000254224.1	5	8	5	6	17	10
MTERFD1	ENSG00000156469.4	4272	3197	4530	3937	7358	4349
PTDSS1	ENSG00000156471.8	9412	9551	10712	12943	5024	5670
Y_RNA	ENSG00000199732.1	0	0	0	0	1	0
KB-1448A5.1	ENSG00000253105.1	0	0	0	1	0	0
SDC2	ENSG00000169439.7	0	5	1	22	10	3
CPQ	ENSG00000104324.11	994	1123	978	1048	886	1221
KB-1958F4.2	ENSG00000272249.1	0	0	3	0	4	0
KB-1958F4.1	ENSG00000270077.1	2	0	10	16	13	12
KB-1000E4.2	ENSG00000260640.1	0	0	0	0	0	1
TSPYL5	ENSG00000180543.3	973	1199	673	1599	255	596
KB-1683C8.1	ENSG00000213750.4	4	28	11	7	5	24
MTDH	ENSG00000147649.5	10865	12932	14665	17184	9192	11593
Y_RNA	ENSG00000202399.1	1	1	3	4	0	0
RNU7-177P	ENSG00000252910.1	2	2	5	7	2	0
LAPTM4B	ENSG00000104341.12	31699	25255	21933	26023	29904	22545
KB-1907C4.2	ENSG00000270682.1	1	0	2	0	0	0
KB-1589B1.4	ENSG00000270861.1	5	3	8	4	3	1
KB-1589B1.3	ENSG00000253639.1	1	0	2	2	0	0
RPS23P1	ENSG00000243504.1	11	5	8	9	7	6
MATN2	ENSG00000132561.9	74	86	113	90	122	189
RPL30	ENSG00000156482.6	2252	2446	1882	2141	1571	1417
KB-1208A12.3	ENSG00000245970.2	19	12	22	32	5	10
RNU6-703P	ENSG00000252755.1	0	0	0	0	3	0
C8orf47	ENSG00000177459.6	0	4	0	2	0	0
HRSP12	ENSG00000132541.6	1730	1275	2364	2112	4554	2968
POP1	ENSG00000104356.6	894	846	1355	1292	354	551
NIPAL2	ENSG00000104361.5	536	599	861	766	748	658
KB-1458E12.1	ENSG00000254267.1	2	2	4	2	1	4
STK3	ENSG00000104375.11	3368	2375	2759	2884	5395	3169
KCNS2	ENSG00000156486.7	0	0	1	0	0	0
KB-1517D11.4	ENSG00000272321.1	0	0	2	0	0	0
RNU6-748P	ENSG00000207378.1	23	5	6	15	29	14
KB-1205A7.2	ENSG00000253911.1	1	8	9	8	11	7
KB-1205A7.1	ENSG00000254112.1	0	0	0	0	5	1
RPL19P14	ENSG00000240870.2	0	2	5	0	0	0
RP11-44N12.4	ENSG00000253415.1	2	1	9	8	5	10
OSR2	ENSG00000164920.5	0	0	0	1	0	0
RP11-410L14.2	ENSG00000253948.1	194	170	113	131	279	259
AC104986.1	ENSG00000263842.1	4	1	0	4	7	3
RP11-410L14.1	ENSG00000253180.1	1	8	5	3	6	2
VPS13B	ENSG00000132549.14	1161	1337	2716	2029	2341	2780
CTD-2340D6.2	ENSG00000253562.1	4	3	0	0	0	0
CTD-2340D6.1	ENSG00000253532.1	0	1	0	1	0	1
AP004290.1	ENSG00000236583.1	1	2	4	3	1	1
AP004289.2	ENSG00000237704.1	1	0	0	0	0	0
AP004289.1	ENSG00000225017.1	0	5	1	8	3	8
Y_RNA	ENSG00000206699.1	0	0	1	0	0	0
RN7SL350P	ENSG00000243254.2	0	0	0	1	0	2
AC018442.1	ENSG00000235683.1	0	0	1	0	0	0
RP11-402L5.1	ENSG00000253539.1	5	5	15	8	19	6
RP11-402L5.2	ENSG00000253912.1	1	1	0	3	3	0
COX6C	ENSG00000164919.6	18479	17980	13855	17149	20197	15399
RGS22	ENSG00000132554.15	1	1	1	0	1	1
FBXO43	ENSG00000156509.9	627	667	760	789	635	972
POLR2K	ENSG00000147669.6	5284	3359	4078	4693	6785	3471
SPAG1	ENSG00000104450.8	154	128	188	261	106	126
Y_RNA	ENSG00000202310.1	2	0	16	7	3	3
RNF19A	ENSG00000034677.7	1188	1416	1425	2014	2679	2025
KB-173C10.2	ENSG00000253824.1	0	1	0	0	0	0
ANKRD46	ENSG00000186106.7	939	689	1011	1223	699	665
GAPDHP62	ENSG00000251013.1	7	13	11	13	9	9
RNU6-1092P	ENSG00000252764.1	3	0	1	2	1	0
PABPC1	ENSG00000070756.9	23029	25245	21820	28977	27735	24227
AP001205.1	ENSG00000264991.1	10	10	11	16	4	3
RPS26P6	ENSG00000212994.4	10	15	25	20	18	18
RP11-521I2.3	ENSG00000260368.1	7	2	6	7	3	1
YWHAZ	ENSG00000164924.13	50723	44696	50705	61830	51364	38844
RP11-302J23.1	ENSG00000248599.1	1	1	3	0	5	8
KB-1460A1.1	ENSG00000253395.1	20	19	11	21	7	6
KB-1460A1.2	ENSG00000253355.1	0	0	1	4	1	0
RN7SKP249	ENSG00000202360.1	3	1	1	1	0	0
KB-1460A1.3	ENSG00000253737.1	4	6	5	2	6	6
KB-1460A1.5	ENSG00000261087.1	47	32	6	17	82	65
ZNF706	ENSG00000120963.7	11475	9475	10695	9374	20014	13021
KB-1410C5.5	ENSG00000271882.1	1	2	0	7	1	1
KB-1410C5.1	ENSG00000253942.1	0	0	2	1	0	0
KB-1410C5.4	ENSG00000271560.1	1	1	0	0	0	0
NACAP1	ENSG00000228224.3	102	95	111	100	104	125
DUXAP2	ENSG00000254063.2	0	0	2	0	0	0
NCALD	ENSG00000104490.13	67	79	243	150	62	61
snoU13	ENSG00000238372.1	0	0	2	0	0	0
RRM2B	ENSG00000048392.7	1608	1853	2646	3286	4680	2715
KB-431C1.4	ENSG00000246263.2	346	257	268	345	304	356
KB-431C1.3	ENSG00000253328.2	0	1	1	1	0	0
UBR5	ENSG00000104517.8	1990	2496	2563	3224	3471	3348
KB-431C1.5	ENSG00000272037.1	4	2	4	3	3	3
snoU13	ENSG00000238533.1	1	0	0	2	0	0
KB-1980E6.2	ENSG00000253923.2	3	3	3	7	3	3
RNU6ATAC8P	ENSG00000221387.1	0	1	1	0	0	0
KB-1980E6.4	ENSG00000271612.1	0	0	0	0	0	3
KB-1980E6.3	ENSG00000253633.1	49	30	5	19	59	63
ODF1	ENSG00000155087.3	0	2	0	0	0	0
KLF10	ENSG00000155090.10	2358	2456	2784	2888	3911	4563
KB-1732A1.1	ENSG00000253669.3	216	206	143	157	378	354
AZIN1	ENSG00000155096.9	7210	9005	11768	14406	4468	6383
KB-1254G8.1	ENSG00000253385.1	1	0	0	0	0	0
KB-1507C5.2	ENSG00000253320.1	136	126	131	153	131	231
KB-1507C5.3	ENSG00000253263.1	1	4	4	8	3	5
RPL5P24	ENSG00000244052.1	18	34	34	26	45	22
KB-1507C5.4	ENSG00000254281.1	1	3	18	23	15	7
NPM1P52	ENSG00000253663.1	0	2	0	0	0	0
ATP6V1C1	ENSG00000155097.7	4208	4426	5071	6562	7905	5554
KB-1639H6.7	ENSG00000253556.1	0	0	0	1	0	0
KB-1639H6.4	ENSG00000250929.2	0	3	3	7	5	5
C8orf56	ENSG00000236939.2	7	15	19	23	47	30
BAALC	ENSG00000164929.12	1571	1977	2391	2445	2530	2261
RP11-318M2.2	ENSG00000247081.3	219	194	152	155	156	254
FZD6	ENSG00000164930.7	1360	1741	1489	2145	2008	1742
CTHRC1	ENSG00000164932.8	296	274	367	320	1130	771
RP11-1C8.6	ENSG00000266289.1	3	1	9	6	8	2
RNU6-1011P	ENSG00000207399.1	35	13	22	19	13	7
SLC25A32	ENSG00000164933.7	3604	2846	3369	4675	2575	1844
DCAF13	ENSG00000164934.9	16554	11651	16639	15507	27567	13948
RP11-1C8.5	ENSG00000261670.1	0	2	3	0	3	2
RIMS2	ENSG00000176406.16	0	0	0	0	3	10
RP11-5A11.2	ENSG00000254644.1	0	0	0	0	1	0
RP11-771F20.1	ENSG00000239344.1	9	6	15	4	12	12
DPYS	ENSG00000147647.8	1	0	0	1	0	0
DCSTAMP	ENSG00000164935.2	14	10	3	1	13	10
MIR548A3	ENSG00000208032.1	0	0	0	1	0	0
LRP12	ENSG00000147650.7	967	1312	856	1214	1686	1456
NDUFA5P2	ENSG00000253454.1	3	1	0	2	0	0
RP11-127H5.1	ENSG00000253350.1	5	4	6	7	2	2
RP11-200A13.3	ENSG00000253997.1	0	1	0	0	0	0
RP11-574O7.1	ENSG00000254041.1	1	0	1	0	1	0
RP11-273P3.1	ENSG00000243171.1	0	0	1	0	0	0
ZFPM2	ENSG00000169946.9	5	3	37	22	29	5
RP11-642D21.2	ENSG00000253420.1	0	0	0	1	0	0
RP11-642D21.1	ENSG00000254141.1	1	1	0	0	8	0
RP11-152P17.1	ENSG00000243601.1	0	0	0	0	0	1
RP11-152P17.2	ENSG00000251003.3	2	1	2	0	10	2
RP11-395G23.3	ENSG00000254615.2	232	200	151	188	167	183
OXR1	ENSG00000164830.13	3383	2798	2959	3239	5491	4332
RP11-649G15.2	ENSG00000253582.1	18	22	11	8	34	19
TAGLN2P1	ENSG00000253676.1	150	194	107	162	32	83
RNU7-84P	ENSG00000251892.1	4	7	8	4	13	12
ABRA	ENSG00000174429.3	7	12	11	9	8	7
ANGPT1	ENSG00000154188.5	4756	4669	5459	6448	11574	7996
RSPO2	ENSG00000147655.6	0	0	2	0	4	0
NRBF2P4	ENSG00000253228.1	1	8	0	1	3	10
EIF3E	ENSG00000104408.5	16674	14306	16986	18946	20987	14979
RP11-35G22.1	ENSG00000253754.1	49	45	63	56	77	50
EMC2	ENSG00000104412.3	2644	1963	2289	2578	4936	3220
TMEM74	ENSG00000164841.4	24	19	29	21	37	20
RP11-790J24.2	ENSG00000253580.1	0	0	0	0	5	0
RP11-1084E5.1	ENSG00000253796.1	0	7	2	1	11	4
NUDCD1	ENSG00000120526.6	5046	4586	6501	6645	12403	8209
RP11-122A21.2	ENSG00000250267.2	0	1	10	1	3	7
ENY2	ENSG00000120533.8	6616	6174	8016	8287	13239	8661
PKHD1L1	ENSG00000205038.7	15	19	38	45	38	126
RP11-419L20.2	ENSG00000254185.1	3	1	3	2	5	3
EBAG9	ENSG00000147654.10	3399	2130	2579	2978	5253	3366
SYBU	ENSG00000147642.12	6	0	5	10	0	4
RP11-238I10.1	ENSG00000253122.1	5	0	0	0	0	0
CSMD3	ENSG00000164796.13	0	0	0	2	0	0
RP11-67H2.1	ENSG00000253207.3	1	0	0	0	0	0
Y_RNA	ENSG00000206719.1	0	0	0	0	0	1
RP11-267L5.1	ENSG00000254339.1	2	0	0	0	0	0
TRPS1	ENSG00000104447.7	281	259	238	289	275	260
AF178030.2	ENSG00000227170.1	0	0	0	0	0	2
EIF3H	ENSG00000147677.6	6971	6871	6520	8334	9474	7550
UTP23	ENSG00000147679.7	1860	1652	1869	2063	2571	1692
RAD21	ENSG00000164754.8	14442	14282	12123	16914	21129	13339
RAD21-AS1	ENSG00000253327.2	9	5	10	4	0	1
AARD	ENSG00000205002.3	0	1	0	0	3	7
SLC30A8	ENSG00000164756.8	0	15	4	1	18	4
MED30	ENSG00000164758.3	2977	2801	2170	2288	4322	3972
RPS10P16	ENSG00000239917.3	2	3	4	3	1	1
EXT1	ENSG00000182197.6	259	498	311	448	102	376
SAMD12	ENSG00000177570.9	152	80	103	60	203	88
AC023590.1	ENSG00000225885.2	8	5	4	3	3	7
RPS26P35	ENSG00000242206.2	2	0	0	0	0	0
TNFRSF11B	ENSG00000164761.4	4	0	0	0	0	0
NOV	ENSG00000136999.4	12	16	36	29	4	23
RP11-775B15.2	ENSG00000253398.1	0	0	2	0	0	0
ENPP2	ENSG00000136960.8	305	540	684	624	1663	1492
RN7SKP153	ENSG00000201896.1	0	0	1	0	0	0
TAF2	ENSG00000064313.7	2730	3593	5446	5998	4397	4467
DSCC1	ENSG00000136982.5	3663	2954	3163	4427	2901	2101
KB-1471A8.1	ENSG00000245330.4	4	17	19	16	1	15
DEPTOR	ENSG00000155792.5	1549	1602	2644	2375	2368	2633
RP11-760H22.2	ENSG00000254343.2	12	21	34	21	24	5
COL14A1	ENSG00000187955.7	7	0	2	20	6	19
MRPL13	ENSG00000172172.3	14127	10702	12133	11804	22549	13026
MTBP	ENSG00000172167.3	1035	1253	1743	1841	2648	1854
SNTB1	ENSG00000172164.9	1114	1607	902	1796	1066	1196
CTC-820M8.1	ENSG00000250290.1	8	0	16	8	11	12
RP11-713M15.1	ENSG00000248318.1	2	4	15	11	10	14
RP11-713M15.2	ENSG00000272502.1	5	12	1	10	0	3
RP11-369K17.1	ENSG00000253619.1	5	4	9	10	1	3
AC011626.1	ENSG00000252093.1	0	1	0	1	1	0
HAS2	ENSG00000170961.6	4	8	1	5	29	6
HAS2-AS1	ENSG00000248690.2	4	1	0	0	1	0
MRPS36P3	ENSG00000253814.1	0	0	0	1	0	0
RP11-94A24.1	ENSG00000255364.1	1	6	9	11	30	5
RP11-96B2.1	ENSG00000255325.2	2	3	4	7	11	11
RP11-973F15.1	ENSG00000253819.1	0	0	0	0	3	1
RP11-973F15.2	ENSG00000263443.1	1	0	0	0	0	0
AC016405.1	ENSG00000235165.2	2	4	1	0	2	1
RP11-44N11.2	ENSG00000272384.1	2	1	2	0	0	7
RP11-44N11.3	ENSG00000272043.1	3	0	3	4	0	2
ZHX2	ENSG00000178764.6	280	384	190	368	101	179
RP11-44N11.1	ENSG00000253372.1	7	7	7	8	13	13
AC016405.2	ENSG00000221542.1	2	0	0	0	0	0
RP11-557C18.4	ENSG00000259631.1	0	0	2	0	0	0
RP11-557C18.3	ENSG00000253607.1	0	1	1	0	0	2
DERL1	ENSG00000136986.5	4337	4287	4028	5336	2336	3344
TBC1D31	ENSG00000156787.12	2577	2296	2693	2899	3961	2873
RNY4P5	ENSG00000199678.1	0	0	0	1	0	0
HMGB1P19	ENSG00000253463.1	17	23	49	21	56	39
FAM83A	ENSG00000147689.12	12	10	10	18	2	9
FAM83A-AS1	ENSG00000204949.4	4	0	0	0	0	0
C8orf76	ENSG00000189376.7	256	211	226	281	245	208
ZHX1-C8ORF76	ENSG00000259305.1	10	8	2	8	13	3
UBA52P5	ENSG00000243498.2	4	12	3	4	2	4
ZHX1	ENSG00000165156.10	3229	3350	5100	5032	6162	3945
RNU6-628P	ENSG00000222607.1	11	3	13	8	10	14
RP11-468O2.1	ENSG00000253336.1	1	0	0	0	0	0
ATAD2	ENSG00000156802.8	7783	10391	13724	14066	27347	17448
RNU6-875P	ENSG00000252297.1	0	2	5	1	0	0
MIR548AA1	ENSG00000207704.2	8	4	16	15	17	15
DUTP2	ENSG00000254388.1	17	18	3	19	2	4
IMPDH1P6	ENSG00000254294.1	13	11	3	4	0	3
WDYHV1	ENSG00000156795.2	1245	939	925	1149	706	708
FBXO32	ENSG00000156804.3	8	25	23	23	48	21
FAM91A1	ENSG00000176853.11	3937	4492	5425	7205	8069	4909
FER1L6	ENSG00000214814.2	1	4	7	3	8	6
FER1L6-AS1	ENSG00000181171.5	14	12	30	26	40	36
RP11-959I15.1	ENSG00000250727.1	0	0	1	0	0	0
RP11-37N22.1	ENSG00000214803.3	15	22	13	8	36	41
RP11-383J24.2	ENSG00000237586.3	1	0	4	4	11	12
RP11-383J24.6	ENSG00000271975.1	162	149	125	191	251	254
TMEM65	ENSG00000164983.6	574	493	239	284	250	300
TRMT12	ENSG00000183665.4	497	480	522	686	414	409
RNF139-AS1	ENSG00000245149.3	301	231	267	281	543	537
RNF139	ENSG00000170881.4	5737	4695	4046	5562	5164	4897
TATDN1	ENSG00000147687.12	1683	1191	1287	1662	1854	1454
RP11-158K1.3	ENSG00000253106.1	11	5	18	22	4	7
NDUFB9	ENSG00000147684.3	8215	7885	8086	7240	14502	9568
MTSS1	ENSG00000170873.14	1754	2312	3051	3594	1424	2299
RP11-532M24.1	ENSG00000272486.1	17	16	14	23	11	10
RP11-1082L8.4	ENSG00000255491.1	7	4	0	0	7	4
MIR4662B	ENSG00000263735.1	0	0	0	2	0	0
RP11-1082L8.3	ENSG00000255080.1	8	16	12	17	13	15
LINC00964	ENSG00000249816.2	4	9	2	4	8	4
RP11-1082L8.1	ENSG00000250428.1	0	1	1	0	0	0
ZNF572	ENSG00000180938.5	327	345	370	460	902	604
RP11-6D1.3	ENSG00000253513.1	10	3	5	1	6	7
SQLE	ENSG00000104549.7	33760	30600	32672	30042	35192	30866
KIAA0196	ENSG00000164961.11	4207	5442	6752	7931	7859	6015
KIAA0196-AS1	ENSG00000253167.1	0	2	0	2	5	0
NSMCE2	ENSG00000156831.3	2287	1894	2223	2088	3564	2433
RN7SL329P	ENSG00000242170.2	6	4	8	9	12	20
RP11-550A5.2	ENSG00000254431.1	1	9	9	8	4	4
TRIB1	ENSG00000173334.3	220	196	183	351	77	58
RP11-136O12.2	ENSG00000253111.1	0	0	1	1	0	1
LINC00861	ENSG00000245164.2	3	0	6	3	1	2
SOD1P3	ENSG00000253651.1	1	0	1	0	7	0
KNOP1P5	ENSG00000250563.1	1	0	0	0	0	1
RP11-65D17.1	ENSG00000244791.2	0	1	0	0	6	1
FAM84B	ENSG00000168672.3	443	525	414	957	210	498
RP11-89K10.1	ENSG00000254286.1	0	0	0	0	1	0
RP11-351C8.1	ENSG00000253573.1	0	0	0	0	1	0
PCAT1	ENSG00000253438.2	0	4	0	4	1	0
PCAT2	ENSG00000253264.1	1	1	0	1	3	3
RP11-255B23.1	ENSG00000224722.3	37	86	118	68	65	92
RP11-255B23.4	ENSG00000254166.1	0	0	0	1	0	1
POU5F1B	ENSG00000212993.3	0	1	1	2	0	3
CASC11	ENSG00000249375.3	1	1	9	8	9	2
MYC	ENSG00000136997.10	12818	16295	17896	17735	5186	12587
PVT1	ENSG00000249859.3	1330	1453	1389	1411	3049	2519
TMEM75	ENSG00000256655.1	0	0	1	2	0	0
RNU1-106P	ENSG00000207110.1	18	8	11	10	18	20
RNU4-25P	ENSG00000222501.1	0	1	0	0	0	0
MIR1207	ENSG00000221176.1	0	3	3	1	2	1
RP11-89M16.1	ENSG00000254275.2	3	0	2	0	0	5
LINC00977	ENSG00000250400.3	10	6	16	8	19	18
RN7SKP206	ENSG00000222755.1	0	0	0	1	2	2
CCDC26	ENSG00000229140.4	59	47	71	106	174	129
RP11-26E5.1	ENSG00000253926.1	0	0	2	1	0	2
RP11-419K12.1	ENSG00000254223.1	0	1	0	1	0	2
RP11-274M4.1	ENSG00000224110.3	1	2	1	2	0	0
GSDMC	ENSG00000147697.4	0	0	0	0	0	3
RP11-473O4.5	ENSG00000254317.1	6	5	3	4	11	4
FAM49B	ENSG00000153310.14	13540	10107	10200	12380	14325	9606
RP11-473O4.1	ENSG00000243402.1	0	1	4	1	0	0
SNORA25	ENSG00000200075.1	48	19	14	19	47	9
RP11-473O4.4	ENSG00000254263.1	4	14	17	9	11	3
RP11-473O4.3	ENSG00000253720.1	1	1	4	1	0	0
RNU7-181P	ENSG00000253043.1	0	1	0	2	0	0
MIR5194	ENSG00000264653.1	0	1	0	0	0	1
ASAP1	ENSG00000153317.10	820	1286	1180	1989	1414	1520
SNORA12	ENSG00000212342.1	0	1	1	0	0	0
KB-1568E2.1	ENSG00000253656.1	1	0	0	0	0	0
ADCY8	ENSG00000155897.5	0	0	1	0	0	0
EFR3A	ENSG00000132294.9	1084	2002	2535	3448	4285	2898
KCNQ3	ENSG00000184156.11	0	0	2	0	0	0
LRRC6	ENSG00000129295.4	158	192	171	213	481	264
TMEM71	ENSG00000165071.10	552	574	448	524	770	799
PHF20L1	ENSG00000129292.16	3940	4111	5925	4847	8315	6254
CTC-137K3.1	ENSG00000270137.1	2	0	0	0	1	1
AF230666.2	ENSG00000223697.2	1	2	6	3	1	1
TG	ENSG00000042832.7	6	8	11	3	8	15
CTD-2182N23.1	ENSG00000240237.1	0	0	1	0	0	0
SLA	ENSG00000155926.9	4792	5469	6979	8843	6175	7228
WISP1	ENSG00000104415.9	0	0	0	0	0	3
NDRG1	ENSG00000104419.10	250	439	86	288	211	452
ST13P6	ENSG00000225259.3	97	92	120	90	100	127
ST3GAL1	ENSG00000008513.10	2872	3783	1655	2385	777	2257
RP11-629O1.2	ENSG00000261220.2	52	45	30	54	18	18
ZFAT	ENSG00000066827.11	101	170	96	261	30	93
CTD-2342N23.2	ENSG00000271048.1	0	0	1	0	0	0
CTD-2342N23.3	ENSG00000272456.1	3	22	6	18	11	14
AC083843.1	ENSG00000259820.1	106	48	44	56	67	104
AC083843.2	ENSG00000254028.1	4	8	5	4	19	26
AC083843.3	ENSG00000253433.1	1	3	2	0	10	15
RP11-343P9.1	ENSG00000254372.1	0	0	2	0	0	0
KHDRBS3	ENSG00000131773.9	882	862	1103	1001	346	668
MAPRE1P1	ENSG00000253915.1	12	17	19	16	24	23
RP11-30J20.1	ENSG00000254101.1	2	1	2	2	1	3
RP11-489O18.1	ENSG00000253988.1	0	0	0	1	1	1
RP11-398H6.1	ENSG00000254258.1	1	0	0	1	2	0
KCNK9	ENSG00000169427.2	0	2	5	5	7	1
TRAPPC9	ENSG00000167632.10	799	1359	741	1558	62	219
C8orf17	ENSG00000250733.3	0	2	0	0	8	0
CTA-204B4.2	ENSG00000259891.1	21	21	29	39	25	21
CHRAC1	ENSG00000104472.5	4518	4097	4088	4722	3174	3359
CASC7	ENSG00000259758.1	1691	1330	1189	1102	2451	1625
AGO2	ENSG00000123908.7	312	337	311	408	65	146
PTK2	ENSG00000169398.15	3819	4107	3344	3688	4045	4730
RNA5SP278	ENSG00000252864.1	3	1	2	1	0	1
DENND3	ENSG00000105339.6	739	1316	676	1241	314	774
RP11-809O17.1	ENSG00000253210.1	82	55	42	47	42	65
SLC45A4	ENSG00000022567.5	102	116	69	144	35	27
RP11-10J21.4	ENSG00000253307.1	0	1	3	7	2	0
CTD-3064M3.1	ENSG00000253595.1	0	2	0	0	0	0
CTD-3064M3.3	ENSG00000261655.1	0	6	0	4	0	0
GPR20	ENSG00000204882.3	3	7	6	7	12	11
CTD-3064M3.4	ENSG00000244998.1	7	4	1	9	0	2
PTP4A3	ENSG00000184489.7	2262	1856	1038	1133	81	614
MROH5	ENSG00000226807.2	0	0	0	0	1	0
CTD-3064M3.7	ENSG00000271959.1	0	4	0	1	3	0
HNRNPA1P38	ENSG00000253605.1	1	0	0	1	2	2
LINC00051	ENSG00000254008.1	0	0	1	2	1	1
TSNARE1	ENSG00000171045.10	392	515	218	456	55	104
CTD-3135A9.3	ENSG00000253602.1	0	0	0	3	0	0
RP13-467H17.1	ENSG00000261693.1	0	5	0	6	0	6
BAI1	ENSG00000181790.6	2	6	5	2	1	1
ARC	ENSG00000198576.2	16	8	3	20	0	0
JRK	ENSG00000234616.4	257	460	360	722	149	239
PSCA	ENSG00000167653.4	4	2	2	2	1	1
LY6K	ENSG00000160886.9	9	14	8	8	9	6
CTD-2292P10.4	ENSG00000253741.1	0	0	2	0	0	0
THEM6	ENSG00000130193.7	1079	1286	756	1471	87	214
LYNX1	ENSG00000180155.14	95	86	13	34	37	27
GML	ENSG00000104499.2	0	0	0	0	3	0
RP11-273G15.2	ENSG00000247317.3	61	40	25	29	66	70
CDC42P3	ENSG00000253971.1	2	3	8	4	6	4
LY6E	ENSG00000160932.6	7189	7709	4181	4354	3532	5057
C8orf31	ENSG00000177335.6	8	9	13	18	17	7
AK3P2	ENSG00000250115.2	0	0	0	1	0	0
LY6H	ENSG00000176956.8	2	1	3	0	0	0
ZFP41	ENSG00000181638.13	92	167	64	178	24	22
GLI4	ENSG00000250571.2	121	163	45	108	19	34
RP13-582O9.5	ENSG00000253716.1	297	320	213	237	273	361
ZNF696	ENSG00000185730.3	378	463	254	428	46	106
RP13-582O9.7	ENSG00000272172.1	18	16	13	10	17	19
TOP1MT	ENSG00000184428.8	1050	1181	1540	1328	888	1301
AC087793.1	ENSG00000263660.1	4	2	2	1	0	1
RHPN1-AS1	ENSG00000254389.2	14	19	26	19	6	11
RHPN1	ENSG00000158106.8	104	249	190	372	5	62
RP11-909N17.2	ENSG00000253931.1	0	0	0	2	0	3
RP11-909N17.3	ENSG00000254338.1	0	0	0	0	1	0
ZC3H3	ENSG00000014164.6	1511	1792	559	1458	14	67
RP11-661A12.5	ENSG00000254859.1	3	8	3	3	2	0
GSDMD	ENSG00000104518.6	613	949	513	1014	156	385
MROH6	ENSG00000204839.4	64	99	50	89	30	41
RP11-661A12.9	ENSG00000255050.1	1	1	0	6	0	0
NAPRT1	ENSG00000147813.11	416	415	598	596	34	265
RP11-661A12.7	ENSG00000254741.1	1	0	0	0	0	1
EEF1D	ENSG00000104529.13	3114	3402	2389	2950	946	1517
TIGD5	ENSG00000179886.4	226	232	55	188	16	20
RP11-661A12.14	ENSG00000271912.1	30	42	16	29	11	15
PYCRL	ENSG00000104524.9	751	775	843	1104	50	95
TSTA3	ENSG00000104522.11	3688	3365	3856	3224	1711	2191
RP11-661A12.12	ENSG00000254812.1	7	5	3	5	4	11
ZNF623	ENSG00000183309.7	885	825	753	958	500	635
ZNF707	ENSG00000181135.11	87	69	63	90	18	39
RP11-429J17.2	ENSG00000181097.5	2	0	2	10	2	2
MAPK15	ENSG00000181085.10	1	2	0	2	0	1
FAM83H	ENSG00000180921.6	35	48	12	13	30	29
FAM83H-AS1	ENSG00000203499.6	11	23	3	10	1	9
RP11-429J17.7	ENSG00000254973.1	0	0	1	0	0	0
SCRIB	ENSG00000180900.12	596	866	165	824	92	73
