 Ensembl 	HGNC	N1H1_Pool_1	N1H1_Pool_2	N1H1_Pool_3	P1A8_Pool_1	P1A8_Pool_2	P1A8_Pool_3
ENSG00000213842	SUGT1P2	1	0	1	0	0	0
ENSG00000213846		36	31	21	23.79	43.79	55.21
ENSG00000213849		0	0	0	0	0	0
ENSG00000213851		0	0	0	0	0	0
ENSG00000213853	EMP2	1370.32	1054.76	1229	1703.22	1745	2002
ENSG00000213854	CNN2P6	0	0	0	0	0	0
ENSG00000213856	VDAC1P2	1	4	5	1	1.34	1
ENSG00000213857		0	0	1	0	1	0
ENSG00000213859	KCTD11	1083	970	985	776	776	920
ENSG00000213860	RPL21P28	656.34	582.99	491.36	439.63	458.71	554.7
ENSG00000213862		10.93	11.13	13.02	11.04	11	14.05
ENSG00000213863		0	0	0	0	0	0
ENSG00000213864	EEF1B2P2	0	0	0	0	0	0
ENSG00000213865	C8orf44	55.71	77.95	72.29	75.91	118.34	99.42
ENSG00000213866	YBX1P10	35.99	25.27	34.03	24.13	31.16	24
ENSG00000213867		0	0	0	0	0	0
ENSG00000213871	TAF9BP1	3	5	3	1	0	0
ENSG00000213872		0	7	0	0	0	0
ENSG00000213873		0	0	0	0	0	0
ENSG00000213875		0	0	0	0	0	0
ENSG00000213876	RPL7AP64	0	0	0	0	0	0
ENSG00000213877	CFL1P7	0	0	0	0	0	0
ENSG00000213880	RPL7AP7	0	0	0	0	0	0
ENSG00000213881	NPM1P6	17	8.89	11	8.04	11	11.12
ENSG00000213882		0	0	0	0	0	0
ENSG00000213885	RPL13AP7	1.04	0	1.04	0	0	1.04
ENSG00000213886	UBD	1	0	2	1	1	0
ENSG00000213888		24	26	23	77	82	97
ENSG00000213889	PPM1N	14	7	8	9	14	17
ENSG00000213891	RPL3P6	0	0	0	0	0	0
ENSG00000213892	CEACAM16	0	0	0	0	0	0
ENSG00000213896		0	0	0	0	0	0
ENSG00000213900	RPS17P1	0	0	0	0	0	0
ENSG00000213901	SLC23A3	24.6	46.73	35.81	54.11	65.67	41.28
ENSG00000213903	LTB4R	43	72	46.07	146	173	119
ENSG00000213904		26	23	29	10	15.62	19
ENSG00000213906	LTB4R2	3.42	0	4.59	4	4	2
ENSG00000213908	CYP2A7P1	0	0	0	0	0	0
ENSG00000213911	OR2G1P	0	0	0	0	0	0
ENSG00000213916	RPL13P	0	0	0	0	0	0
ENSG00000213917		1	0	0	0	0	0
ENSG00000213918	DNASE1	688.82	834	752.95	844.15	944.94	993.57
ENSG00000213920	MDP1	303.37	300.73	314.7	269.11	283.48	328.68
ENSG00000213921	LEUTX	0	0	0	0	0	0
ENSG00000213922		0	0	0	0	0	0
ENSG00000213923	CSNK1E	3032	2864	2959	2315	2359	2529
ENSG00000213924		0	0	0	0	0	0
ENSG00000213925		0	0	0	0	0	0
ENSG00000213926		0	0	0	0	0	0
ENSG00000213927	CCL27	0	0.03	0	0	0	0.04
ENSG00000213928	IRF9	711.14	686	627.58	2558.46	2790.18	3160.97
ENSG00000213930	GALT	341.24	483.19	350.41	520.5	551.14	543.66
ENSG00000213931	HBE1	0	1	0	0	0	0
ENSG00000213934	HBG1	0	0	0	0	0	0
ENSG00000213935		0	0	0	0	0	0
ENSG00000213937	CLDN9	0	3	0	1	0	1
ENSG00000213938	SEPHS1P6	1.98	1	0	0	0	0
ENSG00000213939		0	5	0	0	0	0
ENSG00000213940		0	0	0	0	0	0
ENSG00000213942		0	0	0	0	0	0
ENSG00000213943	KRT18P17	1	1	0	1.11	1	2.14
ENSG00000213946	DNAJB1P1	0	0	0	0	0	0
ENSG00000213949	ITGA1	774.97	739.09	767.35	506.49	616.51	701.72
ENSG00000213950	RPS10P2	0	0	0	0	0	0
ENSG00000213953		0	0	0	0	0	0
ENSG00000213954		0	0	0	0	0	0
ENSG00000213956		0	0	0	0	0	0
ENSG00000213958	KRT18P29	0	1	0	2	0	0
ENSG00000213959		0	0	0	0	0	0
ENSG00000213962	API5P2	1	0	0	0	0	0
ENSG00000213963		128.03	115.3	108.38	97.24	138.58	132.38
ENSG00000213964		0	0	0	0	0	0
ENSG00000213965	NUDT19	329	241	285	424	429	501
ENSG00000213967	ZNF726	114	74	109	73	59	55.85
ENSG00000213970		0	0	0	0	0	0
ENSG00000213971		47	35	36	43	50	60
ENSG00000213972		0	0	0	0	0	0
ENSG00000213973	ZNF99	0	0	0	0	0	0
ENSG00000213976		40	40	33	64	68	60
ENSG00000213977	TAX1BP3	3584.26	2698.24	3554.86	3537.65	3595.58	4603.34
ENSG00000213979	RPL7AP14	0	0	0	0	0	0
ENSG00000213981		1	0	4	1	1	0
ENSG00000213983	AP1G2	2197.15	2919.27	2439.93	1573.62	1630.29	1545.63
ENSG00000213985		14	9	8	10	15.01	13.01
ENSG00000213987		0	0	0	0	0	0
ENSG00000213988	ZNF90	391	367.23	313.32	125.92	132.54	131.74
ENSG00000213994		3	8	0	1	1	6
ENSG00000213995	CARKD	992	936.53	973.13	997.97	1067.08	1230.39
ENSG00000213996	TM6SF2	1	3	1	3.78	2	2
ENSG00000213997	PGAM1P7	0	1	0	6	3	0
ENSG00000213999	MEF2B	44.33	36.23	20.19	2.62	24.45	64.29
ENSG00000214003	ATP5F1P3	0	0	0	0	0	0
ENSG00000214006		0	0	0	0	0	0
ENSG00000214009	PCNAP3	0	0	0	0	0	0
ENSG00000214012	KRT18P38	1	1	0	1	1	0
ENSG00000214013	GANC	860.38	805.25	829.24	956.39	1036.19	1273.88
ENSG00000214015		0	0	0	0	0	0
ENSG00000214016		1	0	0	0	0	1
ENSG00000214018	RRM2P3	1	1	3	2	1	1
ENSG00000214019		0	1	2	0	2	1
ENSG00000214020	FTLP4	0	0	0	0	0	0
ENSG00000214021	TTLL3	877.32	1355.03	1037.43	670.74	770.41	530.8
ENSG00000214022	REPIN1	1219	1093	1081	1366	1355	1566
ENSG00000214024		0	0	0	0	0	0
ENSG00000214025	ATP5F1P4	0	0	0	0	0	0
ENSG00000214026	MRPL23	637	555	567	601	547	708
ENSG00000214027	ARPC3P5	0	0	0	1	0	0
ENSG00000214029	ZNF891	79	71	93	115	87	101
ENSG00000214031		0	0	0	0	0	0
ENSG00000214035		0	0	0	0	0	0
ENSG00000214039		0	0	0	0	0	0
ENSG00000214041	PGAM1P4	1	0	0	0	1	0
ENSG00000214042	IFNA7	0	0	0	0	0	0
ENSG00000214043		1	0	0	0	1	0
ENSG00000214045		0	0	0	0	0	0
ENSG00000214046	C19orf42	1291.41	1162.83	1173.75	1467.29	1377.33	1579.44
ENSG00000214047	RPS11P7	0	0	0	0	0	0
ENSG00000214049	UCA1	0	0	0	0	0	1
ENSG00000214050	FBXO16	50	41.64	20.21	33.22	32	35.68
ENSG00000214051	ARF4P3	0	0	0	0	0	0
ENSG00000214062		0	0	0	0	0	0
ENSG00000214063	TSPAN4	1050	981	878	1976	1903	2179.99
ENSG00000214064		0	0	0	0	0	0
ENSG00000214067		1	0	0	0	0	0
ENSG00000214070		1	0	0	0	0	0
ENSG00000214071		0	0	0	0	0	0
ENSG00000214073		0	0	0	0	0	0
ENSG00000214074		0	0	0	0	0	0
ENSG00000214076	CPSF1P1	23	21.31	19	7	7	5
ENSG00000214077	GNAQP1	4	1	3	1	6	3
ENSG00000214078	CPNE1	2980.5	2718.96	2594.05	2815.21	2686.03	3223.5
ENSG00000214081	CYP4F30P	0	0	0	0	0	0
ENSG00000214087	ARL16	944.73	847.49	860	675	619.38	729.19
ENSG00000214089		0	0	0	0	0	0
ENSG00000214093		3	1	0	0	0	1
ENSG00000214097	C3orf43	0	0	0	0	2	2
ENSG00000214100		0	0	0	0	0	0
ENSG00000214102	WEE2	2	3	1	2	1	0
ENSG00000214105		0	0	0	0	0	0
ENSG00000214106		128.08	157.24	170.59	190	211.33	220.34
ENSG00000214107	MAGEB1	0	0	0	0	0	0
ENSG00000214108		2	1	7	0	4	1
ENSG00000214109		0	0	0	0	0	0
ENSG00000214110	LDHAP4	364	331	311	227	250.43	204.37
ENSG00000214111		0	0	0	0	0	0
ENSG00000214113	LYRM4	430	393	442	500	433	532
ENSG00000214114	MYCBP	730	645	822	1150	1001	1295.08
ENSG00000214121	TDPX2	0	0	3	0	0	0
ENSG00000214124	SNRPEP9	0	0	0	0	0	0
ENSG00000214125		0	0	1	0	0	0
ENSG00000214128	TMEM213	0	0	0	0	1	0
ENSG00000214132		0	0	0	0	0	0
ENSG00000214135		325.71	333.38	288.69	316	284.31	298.71
ENSG00000214140	PRCD	13	9.05	12.04	17.13	11.02	14.02
ENSG00000214141		0	0	0	0	0	0
ENSG00000214142		0	0	0	0	0	0
ENSG00000214144		0	1	0	0	1	3
ENSG00000214145		27	29	19	11	5	3
ENSG00000214146		0	1	0	0	0	1
ENSG00000214147		0	0	0	0	0	0
ENSG00000214160	ALG3	428	361	344	491	441	558
ENSG00000214161	SDC4P	0	0	0	0	0	0
ENSG00000214164		0	0	0	0	0	0
ENSG00000214167		0	1	0	0	0	0
ENSG00000214174	AMZ2P1	154	201	147	153	183	201
ENSG00000214176		311.98	375.17	360.69	311.87	345.92	257.08
ENSG00000214178	PPIAP23	0	0	0	0	0	0
ENSG00000214179		0	0	0	0	0	0
ENSG00000214181	DDX6P2	0	0	0	0	0	0
ENSG00000214182	PTMAP5	95.87	98.39	97.57	136.06	126.27	122.39
ENSG00000214184		3	3	3	5	1	3
ENSG00000214185	XPOTP1	2	2	3	1	3	6
ENSG00000214188	ST7-OT4	0	4	1	2	1.86	2
ENSG00000214189	ZNF788	2	21.83	3	0.56	0	0.93
ENSG00000214190		0	0	0	0	0	0
ENSG00000214192	UBE2V1P2	5	7	6	7	11	1
ENSG00000214193	SH3D21	995.61	1410.65	705.69	652.33	638.67	481.56
ENSG00000214194		1832.96	1540	1662	1168	1107	1406
ENSG00000214195	HMGN2P31	0	0	0	0	0	0
ENSG00000214198		15.1	12	2	21	20	18.1
ENSG00000214199	EEF1A1P12	4	3.34	2	5	5.08	0
ENSG00000214200	TPM3P2	0	0	0	0	0	0
ENSG00000214203		0	0	0	1	0	0
ENSG00000214204		0	0	0	0	0	0
ENSG00000214207	KRT18P10	0	0	1	2	1	2
ENSG00000214210		0	0	0	0	0	0
ENSG00000214211	CTAGE14P	0	0	0	0	0	0
ENSG00000214212	C19orf38	1	1	1	2	1	0
ENSG00000214215	C12orf74	0	1	0	2	4	1
ENSG00000214216	IQCJ	1	0	1	0	0	0
ENSG00000214222	TUBBP2	0	0	0	0	0	0
ENSG00000214223	HNRNPA1P10	151.31	162.88	133.68	176.76	163.01	213.19
ENSG00000214226	C17orf67	18	8	6	13	14	20
ENSG00000214237	FAM188B2	0	0	0	0	0	0
ENSG00000214239		0	0	0	0	0	0
ENSG00000214243		2.01	2	4.01	0	4	2.01
ENSG00000214244	SETP21	1	0	0	0	0	1
ENSG00000214245	HDHD1P3	0	0	0	0	0	0
ENSG00000214248		5.59	3	8.57	5.49	5.67	8.23
ENSG00000214249	CTAGE11P	0	0	0	0	0	2
ENSG00000214252	AZGP1P2	0	0	0	0	0	0
ENSG00000214253	FIS1	662	621	694	1168	1044	1344
ENSG00000214254		0	0	0	0	0	0
ENSG00000214255		0	0	0	0	0	0
ENSG00000214259		0	0	0	0	0	0
ENSG00000214262	ANKRD36BP1	0	0	0	0	0	0
ENSG00000214263	RPSAP53	0	0	0	0	1	0
ENSG00000214264		2	4	1	2	4	1
ENSG00000214265	SNURF	0	4.6	1.52	10.29	0	11.51
ENSG00000214266	STARP1	0	0	0	0	0	0
ENSG00000214268	RPS3AP33	0	0	0	0	0	0
ENSG00000214269	LGMNP1	6	1	1	1	0	4
ENSG00000214273	AGGF1P1	2	1	5	0	0	0
ENSG00000214274	ANG	161.95	171.41	84.94	154.28	117.96	150.74
ENSG00000214278		0	0	0	0	0	0
ENSG00000214279		10	14	17	28	38	25
ENSG00000214280		0	2	0	1	1	0
ENSG00000214281	HMGN2P39	0	0	0	0	0	0
ENSG00000214282	KRT8P14	0	0	0	0	0	0
ENSG00000214283		0	0	0	0	0	0
ENSG00000214285	NPS	0	0	0	0	0	0
ENSG00000214286		0	0	0	0	0	0
ENSG00000214288	HMGB3P13	0	0	0	0	0	0
ENSG00000214289	RPL39P5	0	0	0	1.05	0	0
ENSG00000214290	C11orf93	0	0	0	3	0	0
ENSG00000214293		82	73	70	47	56	62
ENSG00000214295	FOXO1B	0	0	0	0	0	0
ENSG00000214297	ALDOAP2	0	0	0	0	0	0
ENSG00000214298		0	0	0	0	0	0
ENSG00000214300	SPDYE3	85	58	75	100	94	139
ENSG00000214301		0	0	0	0	0	0
ENSG00000214305		0	0	0	0	0	0
ENSG00000214306		0	0	0	0	0	0
ENSG00000214309	MBLAC1	42	33	34	28	28	31
ENSG00000214313	AZGP1P1	0	0	0	0	0	0
ENSG00000214314		0	0	0	0	0	0
ENSG00000214318	ATP5G1P6	0	0	0	0	0	0
ENSG00000214319	CXADRP1	0	0	0	0	0	0
ENSG00000214321	CBX1P4	0	0	0	0	0	0
ENSG00000214322	CBX1P2	0	0	0	0	0	0
ENSG00000214324	C3orf56	0	0	0	0	0	0
ENSG00000214325		0	0	0	0	0	0
ENSG00000214326	RPL31P1	0	0	0	0	0	0
ENSG00000214329	SLC9B1P2	0	0	0	0	0	0
ENSG00000214330	ABCD1P5	0	0	0	0	0	0
ENSG00000214331		243.57	266	232.71	265	251.95	273.59
ENSG00000214335	CTAGE16P	0	0	0	0	0	0
ENSG00000214336		0	0	0	1	0	0
ENSG00000214338	SOGA3	235.53	143	140.71	117.51	168.03	217.67
ENSG00000214342	ATP5F1P2	0	0	0	0	0	0
ENSG00000214344	OR4F13P	0	1	0	1	0	0
ENSG00000214347		0	0	0	0	0	0
ENSG00000214351	OR1X5P	0	0	0	0	0	0
ENSG00000214353		73	149	84	125	157	109
ENSG00000214354		0	0	0	0	0	0
ENSG00000214357	NEURL1B	100	86	94	190	183	230
ENSG00000214359	RPL18P10	0	0	0	1	0	0
ENSG00000214360	EFCAB9	0	0	0	0	0	0
ENSG00000214362		0	0	0	0	0	0
ENSG00000214366		0	0	0	0	0	0
ENSG00000214367	HAUS3	1218.99	1141.94	928.97	1050.94	1157	1318
ENSG00000214369		0	0	0	0	0	0
ENSG00000214374	RPLP2P1	0	0	0	0	0	0
ENSG00000214376	VSTM5	0	6	3	33	21	23
ENSG00000214380		0	0	0	0	0	0
ENSG00000214381	LINC00488	0	0	0	0	0	0
ENSG00000214389	RPS3AP26	272.36	179.75	179.49	172.39	147.23	195.14
ENSG00000214391		16	14	17	28	26.01	34
ENSG00000214397		20.96	15.29	0	8.03	8.86	0
ENSG00000214401	KANSL1-AS1	33	30	21	9	13	6
ENSG00000214402	LCNL1	81	134	125.14	2	0	1
ENSG00000214405		0	0	0	0	0	0
ENSG00000214407		32.47	42	32.61	17	12	32
ENSG00000214413	BBIP1	715.81	610.74	692.31	670.48	672.72	801.05
ENSG00000214414	TRIM77P	0	0	0	0	0	0
ENSG00000214415	GNAT3	0	0	0	0	0	0
ENSG00000214417	KRT18P13	0	0	0	0	1	0
ENSG00000214424	FAM149B2	2	1	1	0	0	2
ENSG00000214425		594.5	513.62	536.91	447.18	568.16	718.46
ENSG00000214428	NPM1P10	0	0	0	0	0	0
ENSG00000214429		0	0	0	0	0	0
ENSG00000214432		15	12	5	4	3	6
ENSG00000214433		0	0	0	0	0	0
ENSG00000214434		0	0	0	0	0	0
ENSG00000214435	AS3MT	267	250	175	178	194	206
ENSG00000214439	FAM185BP	1	0	0	3	6	8
ENSG00000214447	FAM187A	58.33	53.65	51.08	106.83	108.54	150.43
ENSG00000214455	RCN1P2	51.18	40.16	42.22	53.13	47.88	83.06
ENSG00000214456	PLIN5	2.3	6.38	1	5	3	0
ENSG00000214457		0	0	0	0	0	0
ENSG00000214460		1	0	0	0	0	0
ENSG00000214465	SMARCE1P6	0	0	0	0	1	0
ENSG00000214479		0	0	0	0	0	0
ENSG00000214484		0	0	0	0	0	0
ENSG00000214485		195.44	212.86	185.42	198.34	194.38	179.39
ENSG00000214487		0	0	0	0	0	0
ENSG00000214491	SEC14L6	723	638	537	162	176	188
ENSG00000214510	SPINK13	6	6	8.85	2.71	2	1
ENSG00000214511	HIGD1C	0	0	0	0	0	0
ENSG00000214513	NOTO	0	0	0	2	0	1
ENSG00000214514	KRT42P	0	0	0	1	0	0
ENSG00000214517	PPME1	3445	3197	2919	2345	2505	2823
ENSG00000214518	KRTAP2-2	0	0	0	0	0	0
ENSG00000214525		0	0	0	2	0	0
ENSG00000214526		0	0	0	0	0	0
ENSG00000214530	STARD10	189	162	186	436	374	457
ENSG00000214533		0	0	0	0	0	0
ENSG00000214534	ZNF705E	6	7	7	13	9	10
ENSG00000214535	RPS15AP1	2	2	2	4	2	2
ENSG00000214541		0	1	1	1	1	0
ENSG00000214544	GTF2IRD2P1	3.1	3.72	1.65	5.34	5.32	1.79
ENSG00000214546		0	0	0	0	0	0
ENSG00000214548	MEG3	0	0	1	14	14	6
ENSG00000214549		0	0	0	0	0	0
ENSG00000214552		4	0	2	2	2	0
ENSG00000214553	LRRC37A11P	0	0	0	1	0	3
ENSG00000214556	C17orf98	1	0	1	0	0	1
ENSG00000214558		16.49	20.69	20.63	19.13	17.64	16.34
ENSG00000214559		0	1	0	1	0	0
ENSG00000214560		0	0	0	0	0	0
ENSG00000214561	RBBP4P4	1	0	0	0	0	0
ENSG00000214562	FAM22D	53.7	31.59	70.73	66.3	67.85	87.14
ENSG00000214563	GAPDHP15	0	0	0	0	0	0
ENSG00000214566	GAPDHP41	0	0	0	0	0	0
ENSG00000214575	CPEB1	108	100	77.88	12	12	11
ENSG00000214578	HMGN2P42	0	1	0	0	0	0
ENSG00000214581		0	0	0	0	0	0
ENSG00000214584		2	1	2	2	1	0
ENSG00000214593		0	0	0	0	0	0
ENSG00000214595	EML6	90	89	146	82	100	117
ENSG00000214597		1.21	2.27	2.16	7.69	7.7	5.18
ENSG00000214602		0	0	0	0	0	0
ENSG00000214604		0	0	0	0	0	0
ENSG00000214607	ADAM24P	0	0	0	0	0	0
ENSG00000214612	RPS19P1	0	1	0	1	0	0
ENSG00000214614		0	0	0	0	0	0
ENSG00000214617	SLC6A10P	0	0	0	0	0	1
ENSG00000214626		0	1	0	0	0	0
ENSG00000214628		0	0	0	0	0	0
ENSG00000214629		0	0	0	0	0	0
ENSG00000214641		0	0	0	0	0	0
ENSG00000214642	DEFB113	0	0	0	0	0	0
ENSG00000214643	DEFB133	0	0	0	0	0	0
ENSG00000214645		0	1	0	0	0	0
ENSG00000214646		0	0	0	0	0	0
ENSG00000214650		0	1	0	1	1	2
ENSG00000214651		0	0	0	0	0	0
ENSG00000214652		0	0	0	0	0	0
ENSG00000214653	HNRNPA3P3	3.03	0	0	1.01	0	3.03
ENSG00000214654		43	23	31	74	78	111
ENSG00000214655	KIAA0913	2307.8	2647.89	2257.8	2404.22	2541.03	2570.16
ENSG00000214657		0	0	0	0	0	0
ENSG00000214659	KRT8P26	0	0	0	0	0	0
ENSG00000214660	SLC29A4P2	0	0	0	0	0	0
ENSG00000214668	SLC29A4P1	0	0	0	0	0	0
ENSG00000214669		0	0	0	0	0	0
ENSG00000214670		1.26	4.14	3.59	0	5.08	6.56
ENSG00000214671	RPL6P12	0	0	0	0	0	0
ENSG00000214676	RPL9P16	0	0	0	0	0	0
ENSG00000214681	IQCF5	0	0	0	0	0	0
ENSG00000214684		0	0	0	0	0	0
ENSG00000214686	IQCF6	0	0	0	0	0	0
ENSG00000214688	C10orf105	0	0	2	2	0	4
ENSG00000214691		0	0	0	0	0	0
ENSG00000214694	ARHGEF33	23.17	23	29.68	14	6.39	22
ENSG00000214695		0	0	0	0	0	0
ENSG00000214696		22.9	27.27	17.04	28.92	9.54	52.18
ENSG00000214700	C12orf71	0	1	0	0	0	0
ENSG00000214702		0	0	0	0	0	0
ENSG00000214706	IFRD2	885	821.77	892	862.8	720	940.39
ENSG00000214708		13.07	18.22	16.04	34.38	29.2	43.47
ENSG00000214711	CAPN14	18	6	5	4	8	13
ENSG00000214717	ZBED1	988	876	790	1337.99	1287.2	1519
ENSG00000214719	LRRC37BP1	175.5	136.47	192.02	157.82	158.52	149.02
ENSG00000214720	KRT18P49	0	0	0	0	0	0
ENSG00000214725		5	2	3	3	2	0
ENSG00000214727		0	0	0	0	0	0
ENSG00000214732		0	0	0	0	0	0
ENSG00000214733		0	0	0	0	0	0
ENSG00000214736	TOMM6	1668.27	1353.86	1322.49	1489.46	1351.12	1781.8
ENSG00000214743	MRPS5P3	0	0	0	0	0	0
ENSG00000214745		0	0	0	0	0	0
ENSG00000214748		0	0	0	0	0	0
ENSG00000214753	HNRNPUL2	6786.9	6005.83	6400.55	6724.54	7218.8	8792.64
ENSG00000214754		0	0	0	0	0	0
ENSG00000214756	METTL12	69.28	54.04	89.85	112.19	131.77	128.54
ENSG00000214759		0	0	0	0	0	0
ENSG00000214760	RPL21P1	0	0	0	0	0	0
ENSG00000214761	HNRNPA1P15	0	0	0	0	0	0
ENSG00000214765	SEPT7P2	220	193	200	229	184	204
ENSG00000214770		12.75	3.83	2	7.15	19.18	13.32
ENSG00000214772		0	0	0	0	0	1
ENSG00000214773		0	0	0	0	0	1
ENSG00000214776		36.22	56.09	46.12	0	1	0
ENSG00000214782	MS4A18	0	0	0	0	0	0
ENSG00000214783	POLR2J4	99.88	81.22	73.37	41.71	39.61	41.14
ENSG00000214784		26.68	23.13	29.04	15.09	12.22	35.14
ENSG00000214787	MS4A4E	0	0	0	0	0	0
ENSG00000214788		0	0	0	0	0	0
ENSG00000214794	KRT18P42	0	0	0	0	0	0
ENSG00000214796		10	10	10	15	20	22
ENSG00000214797		0	0	0	0	0	0
ENSG00000214803		1	1	0	0	1	0
ENSG00000214807		0	0	0	0	0	0
ENSG00000214810	CYCSP55	0	0	0	0	0	0
ENSG00000214812		0	0	0	0	0	0
ENSG00000214814	FER1L6	5	3	7	22	18	18
ENSG00000214815		0	0	0	0	0	0
ENSG00000214819	CDRT15L2	0	0	0	0	0	0
ENSG00000214820		7	10	16	13	7	10
ENSG00000214821	HMGB1P4	0	0	0	0	0	0
ENSG00000214822	KRT16P3	0	0	0	0	0	0
ENSG00000214823	NXT1P1	0	0	0	0	0	0
ENSG00000214825		0	0	0	0	0	0
ENSG00000214826	DDX12P	326	397.95	359.35	293.5	355.54	298.97
ENSG00000214827	MTCP1	92.52	113.32	25.4	66.23	63.72	47.31
ENSG00000214832		11.16	7.28	8.1	3.36	6.05	9.09
ENSG00000214835	RPL23AP6	0	0	0	0	0	0
ENSG00000214837		5.14	3	5.35	3.05	1	1.25
ENSG00000214841		0	0	0	0	0	0
ENSG00000214842	RAD51AP2	0	0	0	0	0	0
ENSG00000214843	ZFYVE9P2	0	0	0	0	0	0
ENSG00000214844		0	0	0	0	0	0
ENSG00000214846		1	0	0	0	2	2
ENSG00000214851	C12orf33	0	0	0	0	0	0
ENSG00000214853		0	0	0	0	0	0
ENSG00000214854		0	0	0	0	0	0
ENSG00000214855	APOC1P1	0	0	0	0	0	0
ENSG00000214856	KRT16P1	0	1	0	0	1	0
ENSG00000214857	SHFM1P1	0	0	0	0	0	0
ENSG00000214860	EVPLL	1	0	0	0	0	1
ENSG00000214866	DCDC2C	0	0	0	0	0	0
ENSG00000214867	SRSF9P1	0	0	0	1	1	1
ENSG00000214869	TPM3P4	0	0	0	0	0	0
ENSG00000214870		27	14	19	12	17	24
ENSG00000214871		0	0	0	0	0	0
ENSG00000214872	SMTNL1	3	2	0	7	14	9
ENSG00000214875		0	0	1	0	0	0
ENSG00000214878	RPL5P31	0	0	0	0	0	0
ENSG00000214880		0	0	0	0	0	0
ENSG00000214881	TMEM14D	0	0	0	0	1	0
ENSG00000214883		0	0	0	0	0	1
ENSG00000214886	FAM177A2	0	0	0	0	0	0
ENSG00000214888		0	0	0	0	0	0
ENSG00000214889	RPS9P1	2.68	0	1.98	0	0	0
ENSG00000214890		0	0	0	0	0	0
ENSG00000214891	TRIM64C	0	0	0	0	0	0
ENSG00000214892	USP8P1	1	2	0	2	0	1
ENSG00000214894	LINC00243	0	0	3	0	0	0
ENSG00000214896	RPSAP55	0	0	0	0	0	0
ENSG00000214897		0	0	0	0	0	0
ENSG00000214900	C14orf182	3	2	0	2	5	1
ENSG00000214903	RPS15AP3	0	0	0	0	0	0
ENSG00000214904	DUTP8	0	0	0	0	0	0
ENSG00000214908		0	0	0	0	0	0
ENSG00000214914	RPL23AP3	0	0	0	0	0	0
ENSG00000214915		0	0	0	0	0	0
ENSG00000214917		0	0	0	0	0	0
ENSG00000214919		0	0	0	0	0	0
ENSG00000214921		0	0	0	0	0	0
ENSG00000214922	HLA-F-AS1	132.97	110.92	101.7	79.98	93.79	98.66
ENSG00000214925		0	0	0	0	0	0
ENSG00000214929	FAM75D1	0	0	0	0	0	0
ENSG00000214930	KRT8P6	0	0	0	0	0	0
ENSG00000214940		6.54	7.14	7.09	7.92	4.48	5.6
ENSG00000214941	ZSWIM7	256	239.03	239.67	303.5	287.91	367.51
ENSG00000214942		0	0	0	0	0	0
ENSG00000214943	GPR33	0	0	0	0	0	0
ENSG00000214944		1558	1573	1560	1942	2154	2504
ENSG00000214946	TBC1D26	0	2	1	1	0	0
ENSG00000214954	LRRC69	2	0	4	5	0	0
ENSG00000214955		3	2	0	2	3	0
ENSG00000214960	ISPD	69	58	72	44	50	59
ENSG00000214961		0	0	0	1	0	0
ENSG00000214967		63.17	79.42	79.42	26.09	29.95	27.88
ENSG00000214970		0	0	0	0	0	0
ENSG00000214973		1	1	5	1	5	3
ENSG00000214975	PPIAP29	3.42	4.32	2.34	2.56	3.48	12.24
ENSG00000214976	VDAC2P1	0	0	0	0	0	0
ENSG00000214978		3	3	2	0	0	0
ENSG00000214980		0	0	0	0	0	0
ENSG00000214982		231.13	168.25	148.7	161.12	189.71	234.88
ENSG00000214985		0	0	0	0	0	0
ENSG00000214986	FAM25D	0	0	0	0	0	0
ENSG00000214988	RPL7AP26	0	0	0	0	0	2
ENSG00000214992	AKAP16BP	0	1	2	0	0	0
ENSG00000214998		0	0	0	0	0	0
ENSG00000214999		10	12	9	7	3	6
ENSG00000215000		0	0	0	0	0	0
ENSG00000215002		0	0	0	0	0	0
ENSG00000215003	RPL15P20	0	0	0	0	0	0
ENSG00000215004	MESTP4	0	0	0	0	0	0
ENSG00000215005	HSPD1P7	0	0	0	0	0	0
ENSG00000215006	CHCHD2P2	0	0	0	0	0	0
ENSG00000215007	DNAJA1P3	0	1	0	3	2	0
ENSG00000215009	ACSM4	0	0	0	0	0	0
ENSG00000215012	C22orf29	565.87	415.59	418.17	679.87	777.65	841.22
ENSG00000215014		4	2	5	11	6	10
ENSG00000215016		0	0	0	0	0	0
ENSG00000215018	COL28A1	57	76	86	14	26	35
ENSG00000215020		0	0	0	0	0	0
ENSG00000215021	PHB2	3205.31	2763.99	2676.46	3328.46	2900.34	3638.52
ENSG00000215022		7	4	13	3	9	4
ENSG00000215023		0	0	0	0	0	0
ENSG00000215024		0	0	0	0	0	0
ENSG00000215029		0	0	0	0	0	0
ENSG00000215030		144.01	103.98	129	110	103	114.03
ENSG00000215032	GNL3LP1	61.15	36.61	28.39	16.77	21.65	29.28
ENSG00000215033		0	0	0	0	0	0
ENSG00000215034		0	0	0	0	0	0
ENSG00000215035	FDPSP5	0	0	0	0	0	0
ENSG00000215037	VENTXP2	0	0	0	0	0	0
ENSG00000215039		571.2	649.37	619.47	520.58	566.5	589.55
ENSG00000215041	NEURL4	694.66	655	701	694.42	715	769
ENSG00000215043	GLULP6	0	0	0	0	0	0
ENSG00000215044		0	0	0	0	0	0
ENSG00000215045	GRID2IP	9	3	1	0	1	0
ENSG00000215046		0	0	0	0	0	0
